ONCOTREE_CODE,CANCER_TYPE_DETAILED,Hugo_Symbol,n,n_mutated,n_biallelic,n_het,n_loh,n_wt,pval,CVR_TMB_SCORE_coeff,CVR_TMB_SCORE_pvalue,fga_coeff,fga_pvalue,PRIM_METPrimary_coeff,PRIM_METPrimary_pvalue,PRIM_METUnknown_coeff,PRIM_METUnknown_pvalue,has_lohTRUE_coeff,has_lohTRUE_pvalue,logistf_pval,logistf_selection_type,logistf_qval
all,all,RAD51B,23525,11,4,7,7104,16410,0.743939849877019,0.0967985245549138,9.43280140999203e-05,-0.851983839553758,0.499888126853598,0.392794199864875,0.534223570932932,0.760721102973358,0.644056247936885,0.757829052064372,0.263038718897715,0.263038718897715,Negative-Sel,0.530872414442004
all,all,BCL2L11,23512,26,2,24,3188,20298,0.567876341721122,0.0491022547217342,0.101055476462679,-0.407462053207896,0.610493178777169,-0.0443822510665688,0.914917942638068,-0.282559491604883,0.837466768127364,-0.291720441739709,0.662378955898733,0.662378955898733,Negative-Sel,0.853439219985899
all,all,BARD1,23511,26,3,23,4948,18537,0.335421918170179,0.0628380589371167,0.00626147769870988,1.64720897535974,0.0390316003585778,-0.195233699389423,0.645330673903545,-0.281066684784263,0.837924665407036,-0.928590980102726,0.0831509094781553,0.0831509094781553,Negative-Sel,0.233327991214999
all,all,CASP8,23508,61,13,48,3994,19453,0.392559188467839,0.0758492333619919,3.77649080895992e-08,-1.64452973561484,0.00338056308917778,-0.112236541126813,0.6853467527959,0.0155029863964179,0.985271724273906,0.754140164206664,0.0367760103256862,0.0367760103256862,Negative-Sel,0.129421673311807
all,all,PMS1,23503,17,1,16,3779,19707,0.503386442909499,0.0564363130502641,0.0749868988237389,0.344456709642364,0.713187219112166,0.0237493429357091,0.961465674280132,0.0934316800725215,0.949332710988698,-0.869513381326895,0.270034314843298,0.270034314843298,Negative-Sel,0.538678491643644
all,all,CBFB,23500,127,117,10,7016,16357,8.21939025497202e-49,0.0236599531785849,0.201819839899063,-3.50742601699764,6.29327161352012e-18,0.433073243534687,0.0200134987746923,-0.100765100085284,0.875718195960547,3.74246164198757,7.5111077687669e-31,7.5111077687669e-31,Positive-Sel,3.75555388438345e-29
all,all,RAD50,23488,35,1,34,6541,16912,0.00022542727775602,0.0679318900132634,0.000544123333175883,0.643894124847765,0.348822677776781,-0.38770918201296,0.304392531317934,-0.59028062432211,0.649888088192133,-2.35143999684414,0.000103122166277281,0.000103122166277281,Negative-Sel,0.000837453854269624
all,all,BBC3,23486,7,2,5,5265,18214,0.657881987795457,0.0519727196837727,0.375144502251374,2.78115610904543,0.0787858005466751,-0.857500435958561,0.310126521307793,0.723034494602654,0.65621151262491,0.0270615268567435,0.972132215314862,0.972132215314862,Negative-Sel,0.991635284169303
all,all,HNF1A,23484,13,3,10,5841,17630,1,0.0723575841537508,0.0360900709972236,2.45882025690839,0.0469789148568657,-0.16112715641617,0.804662002335864,1.69822501165935,0.117797163354011,-0.253209500217902,0.694311319143211,0.694311319143211,Negative-Sel,0.870697851676357
all,all,PHOX2B,23480,5,0,5,6068,17407,0.336813268587623,0.0666974437036906,0.145393676311827,-1.2360571814734,0.462781362554896,-0.993377225819663,0.273592403304271,0.793862222033849,0.631743496363483,-1.24869883644433,0.34423366488573,0.34423366488573,Negative-Sel,0.627720212438684
all,all,SMAD2,23473,106,79,27,9057,14310,1.1297248984312e-13,0.0761322329961561,5.70360425555805e-11,-2.91843011312496,2.15248929791301e-11,-0.558624245244702,0.0107763401520914,0.679794076052529,0.135802449856026,2.0723171162572,1.30992703067445e-17,1.30992703067445e-17,Positive-Sel,4.0607737950908e-16
all,all,TGFBR1,23472,81,64,17,7481,15910,4.97684276757409e-18,0.0385659542663594,0.0161285985157913,-2.62486709432355,4.92158210851912e-08,-0.537465883040863,0.024001274580172,-0.476769840350788,0.535894114407402,2.48733218160942,1.92581980394836e-18,1.92581980394836e-18,Positive-Sel,6.48917542634774e-17
all,all,B2M,23471,87,62,25,7088,16296,5.15315538822778e-15,0.088545889726001,1.11022302462516e-16,-0.846066724773101,0.0745832753734685,-0.433508365666979,0.0686817906639201,-0.759687207424859,0.3282147097163,1.92727489233829,1.55431223447522e-15,1.55431223447522e-15,Positive-Sel,4.30211422042248e-14
all,all,CTCF,23467,124,25,99,7275,16068,0.00835727535816436,0.0713096134313027,8.72490968362172e-12,-4.56174058947508,6.8743689368735e-20,-0.0547413445573659,0.772132814219211,-1.96883369070474,0.0488810815611721,0.0548292644152309,0.813903407715968,0.813903407715968,Negative-Sel,0.925890820525872
all,all,CBL,23466,64,34,30,7276,16126,0.000343110095399768,0.0840147805721034,7.40407735122517e-13,-0.645155261421182,0.216401372400128,-0.0742253983862174,0.786782960281696,0.829915293938847,0.187982005327976,1.02321423542288,0.000138725547203622,0.000138725547203622,Positive-Sel,0.00107512299082807
all,all,MSH2,23460,29,5,24,3709,19722,0.799214759567627,0.0780170199572608,3.62802378024441e-05,0.0389266608707066,0.959480332596606,-0.103144097883688,0.796808382283191,-0.381329131854226,0.77799023929532,0.203338287325504,0.687898118656676,0.687898118656676,Negative-Sel,0.866863482860039
all,all,SOCS1,23459,4,1,3,3934,19521,0.520250174835881,0.0810336169299037,0.138964116737726,-0.516894775278075,0.815572522356674,0.8547659572924,0.410938097996001,2.01922417222246,0.30780472670982,1.13878556376474,0.345460873124215,0.345460873124215,Positive-Sel,0.62847928796072
all,all,EED,23457,23,12,11,5742,17692,0.00545226448396562,0.00823919730745963,0.870260123653767,1.09165400719271,0.207799334521787,0.549115284755334,0.186740790306307,0.0286433756509038,0.984267290781999,1.03730884877725,0.0172266923923062,0.0172266923923062,Positive-Sel,0.0698988827436509
all,all,SMAD3,23456,95,61,34,6522,16839,2.54087720091537e-13,0.0589312941483746,2.59881821378372e-05,-2.58894335408349,1.49220630296654e-08,-0.279736819535836,0.198443815733017,-0.275665614797408,0.665562535253597,2.05576637552565,3.45250232837052e-18,3.45250232837052e-18,Positive-Sel,1.11487054353631e-16
all,all,TSC1,23452,178,144,34,7707,15567,7.61780521785192e-39,0.0593536747403543,1.10822639953767e-09,-1.58963776052349,1.105763755338e-06,0.580222977042197,0.000242626853994454,0.611160606329147,0.208466965997758,2.49641026040374,6.47775340638101e-34,6.47775340638101e-34,Positive-Sel,4.01620711195623e-32
all,all,RASA1,23449,122,78,44,6894,16433,9.56407954158515e-15,0.0639157082153053,3.68247859983129e-08,-0.0281316361465979,0.944481247918447,-0.120375178315984,0.536068694760971,0.0401809153414515,0.942351638357661,1.37688195761721,1.02469144280803e-11,1.02469144280803e-11,Positive-Sel,1.91358040524392e-10
all,all,SUZ12,23448,27,10,17,6009,17412,0.187312402767258,0.0339276493616459,0.313898485760775,-0.893755998576286,0.266516655040301,-0.331216556259747,0.41568856028808,0.624122625473405,0.50170291147035,0.693940667184471,0.115565721585198,0.115565721585198,Negative-Sel,0.300045005790714
all,all,CUL3,23445,15,1,14,4757,18673,0.332197773507081,-0.0629832809621301,0.567337756566099,-2.0595589358841,0.0717824141222865,-0.236279734857812,0.656644634557864,0.109425277383153,0.941108868249558,-0.309443849395076,0.72629583766308,0.72629583766308,Negative-Sel,0.887031351521221
all,all,SMARCB1,23445,69,27,42,8228,15148,0.528471067553206,0.0457177107134178,0.0135037908465806,-1.32759221444997,0.00736594503313603,-0.104271976551377,0.679008178964349,-1.31575435139777,0.243387077565146,0.418741693102097,0.111746004714711,0.111746004714711,Negative-Sel,0.293073278016587
all,all,FOXL2,23442,36,7,29,4110,19296,0.825771705144033,0.0436945164762662,0.0818518696025394,-5.08182208388464,9.0356655491064e-10,-0.11526990528733,0.738501832458589,-0.702611321261043,0.58306513794477,1.27934219363967,0.0098038799252077,0.0098038799252077,Positive-Sel,0.0437925472163457
all,all,INPP4B,23441,32,7,25,6892,16517,0.43917644512485,0.0579750837988481,0.00824745589258158,1.24554594535963,0.0937420466123089,-0.36527136683018,0.349464556459567,-0.532159100142791,0.685286413920906,-0.611362548501008,0.152107058189371,0.152107058189371,Negative-Sel,0.363774602142915
all,all,MITF,23436,15,2,13,7057,16364,0.258074472335474,0.0890923510965263,8.71547613091606e-05,0.54481104777479,0.596184557024522,0.427135373666825,0.427578752875333,0.544234684408787,0.731217322195752,-0.908407371068173,0.170428727592337,0.170428727592337,Negative-Sel,0.392517871869424
all,all,LATS1,23432,85,39,46,7416,15931,0.00700754394103222,0.050696745900531,0.00158193636668458,-0.330679335391295,0.464382865830019,-0.147525033419513,0.533914177525547,0.18351037044993,0.783715040934961,0.708587290287644,0.0025213132733003,0.0025213132733003,Negative-Sel,0.0137124055214578
all,all,JAK1,23431,69,35,34,5832,17530,4.53121593649854e-06,0.0674439626071014,3.13494219827959e-06,-0.538304468838017,0.282647253131535,-0.414742731321168,0.119095894550561,0.283461519246487,0.67690129271226,1.22353699641801,2.09422405106352e-06,2.09422405106352e-06,Positive-Sel,2.4224233426481e-05
all,all,MSH6,23425,38,5,33,3637,19750,0.825040982450737,0.0748179291175539,1.23376098744021e-05,0.789715575315456,0.223129868956946,0.267705307033024,0.435555785193964,0.63347712307046,0.494650534185468,-0.247493758150567,0.593613215447707,0.593613215447707,Negative-Sel,0.812597930449929
all,all,TNFRSF14,23425,10,1,9,6951,16464,0.299081175818772,0.0865227541613927,0.0053226843688966,1.42061153691366,0.238332351612149,1.63789437256103,0.0169138395719683,1.68655393669463,0.368718375071573,-0.881645139086071,0.280709347275166,0.280709347275166,Negative-Sel,0.550227420527698
all,all,PTCH1,23424,36,12,24,7671,15717,1,0.0832090532830348,2.56425408795558e-07,0.728568988992932,0.282651865669389,-0.153504218429379,0.667804091680387,-0.631566963758426,0.624652227654306,-0.177679099519631,0.626338281980552,0.626338281980552,Negative-Sel,0.835300736967716
all,all,RAD51C,23423,17,3,14,6110,17296,0.584500158193898,0.0751550059243836,0.00269392448629691,0.447332039881011,0.661152016318908,-0.12866995115741,0.814358603357703,1.3432980801067,0.194832397489681,-0.355873450233488,0.565765157348041,0.565765157348041,Negative-Sel,0.797214539899512
all,all,FOXP1,23417,89,26,63,6909,16419,1,0.0639822528080513,2.76493603679207e-07,-0.817132804102419,0.059847467071069,-0.687170645983572,0.00402194957435864,0.213483424824894,0.708403506352527,0.059273706941655,0.810477711521391,0.810477711521391,Negative-Sel,0.92370621533688
all,all,PPP2R1A,23416,235,41,194,5560,17621,0.0208357542968515,0.0386177694856533,0.00059767181320769,0.680016407855105,0.0136749625447471,0.180001651037206,0.223120868390513,0.338283807398542,0.427810548747072,-0.298177097483161,0.086220745589615,0.086220745589615,Negative-Sel,0.236954176709048
all,all,CHEK2,23415,40,13,27,8622,14753,0.62560896720266,0.0830579159701129,1.33847325445302e-08,-0.749424145946844,0.252261015558494,-0.28554003214329,0.425044628445418,0.904311401149744,0.231783247162597,0.123682655554446,0.729163978066377,0.729163978066377,Negative-Sel,0.887130428573692
all,all,SPOP,23413,283,39,244,5889,17241,2.47179156241362e-06,-0.0515457258163969,0.00320779094769463,-2.31327340301383,1.39555613700084e-15,-0.345122318940444,0.00810625011438493,-0.0677924862354928,0.856187430568076,-0.114177464591322,0.538131321501103,0.538131321501103,Negative-Sel,0.773033872406589
all,all,DNMT3A,23409,58,10,48,3977,19374,1,0.0598799838335073,0.000484163488597145,-1.01827082904836,0.0626900159810809,0.0771247960544371,0.784143608339944,0.594083529721363,0.407624493262079,0.319510916139641,0.392394909549812,0.392394909549812,Negative-Sel,0.667771442264488
all,all,ERCC4,23407,21,1,20,3824,19562,0.234888767497113,0.080915869427519,8.73669123808707e-05,0.635558113576586,0.453411429097177,-0.58854616379331,0.23017619105286,0.869865727138105,0.367279811534357,-1.25395272845475,0.0850833473445747,0.0850833473445747,Negative-Sel,0.235919836107497
all,all,TET2,23398,93,28,65,6873,16432,0.909432962748985,0.0800505214074637,5.88529225353796e-13,-0.0251693347462539,0.95469994777935,-0.196136520207401,0.389002026959972,0.375030877473667,0.522797358749404,0.0335420545815861,0.893099143957668,0.893099143957668,Negative-Sel,0.957333107285191
all,all,PALB2,23396,40,5,35,3746,19610,0.669426328802539,0.0732737122630979,3.43233647029928e-05,-0.0581711721823239,0.930789200718947,0.0963449032252272,0.781782026075121,-0.51651742212875,0.695177994643891,-0.13891490668056,0.771063810216064,0.771063810216064,Negative-Sel,0.908858483524638
all,all,CDKN2C,23395,15,7,8,5564,17816,0.0613985746753748,0.0368740834268579,0.567308175212444,-2.97043268258417,0.0123302462686886,1.65087567996199,0.00780487048593093,1.37329022982975,0.448388643917934,1.87895965176569,0.00138245043157259,0.00138245043157259,Positive-Sel,0.00830541925944773
all,all,EZH2,23395,26,3,23,3291,20078,1,0.0747583237279383,0.000349485666868099,-1.28258009507796,0.115850479857726,0.0848469313244631,0.837966045406818,-0.251294660945729,0.856348316501513,0.26430518802456,0.668928675028384,0.668928675028384,Negative-Sel,0.85789829545216
all,all,FLCN,23395,28,22,6,11204,12163,0.00112429163017577,0.0616586399111854,0.0145307761497268,-1.81092680140868,0.0285648707959831,0.305934487812239,0.431011148835964,-0.303275927483151,0.825197037570151,1.87540834429987,4.54410995903709e-05,4.54410995903709e-05,Positive-Sel,0.000409498281192296
all,all,ASXL2,23393,89,40,49,3976,19328,9.64886544872894e-10,0.0679595681245361,4.63654437288241e-07,-1.91868279000334,4.55949588586968e-05,0.143079379372921,0.534053022433408,0.991915911376488,0.0555255933603208,1.90291659815517,7.34967642301854e-14,7.34967642301854e-14,Positive-Sel,1.80825372312361e-12
all,all,AXIN1,23389,38,30,8,5230,18121,2.36082120561076e-13,0.0332081925914025,0.187565042302929,-0.857840281908884,0.218696744722823,0.0440644764149057,0.89547076764771,0.486642128036463,0.591559018042093,2.65467914087985,3.16191517413245e-13,3.16191517413245e-13,Positive-Sel,7.0013835998647e-12
all,all,PAX5,23386,24,5,19,8333,15029,0.141717914300821,0.0600006774243786,0.0201879654207162,0.536833564074669,0.506066588691695,-0.828060688476918,0.0759541210957959,-0.448999772203857,0.736683336348556,-0.827846472772644,0.0788754021728328,0.0788754021728328,Negative-Sel,0.225832783707056
all,all,RUNX1,23386,138,26,112,5546,17702,0.192481273080366,0.054668624070919,7.51497104456433e-06,-0.541198649259114,0.126541567732365,0.138677596063291,0.454983242348242,0.602753607451243,0.213813080347549,-0.103475705374972,0.648332255863165,0.648332255863165,Negative-Sel,0.846482614252208
all,all,BLM,23385,23,3,20,6307,17055,0.161548848250369,0.0702485748076231,0.000589042673208695,2.24638661103686,0.00772731827270223,-0.587535708682562,0.217509646573911,0.903789931487807,0.349305554299733,-1.17211948405603,0.0255159726912546,0.0255159726912546,Negative-Sel,0.0957621251124568
all,all,CDH1,23375,423,381,42,6994,15958,6.03818012553077e-143,0.0430518164213013,2.36420245225411e-06,-3.46871629965954,5.70755944303212e-52,0.0151230217943933,0.887115806604895,-0.0432937567423283,0.894771946634659,3.66356157955552,4.90222230590851e-95,4.90222230590851e-95,Positive-Sel,9.49805571769774e-93
all,all,FBXW7,23372,577,205,372,6810,15985,0.00430661339931637,0.0618070240668472,1.01496429003001e-34,-0.634261900457306,0.000762259191314452,0.226461795173437,0.0135550214358841,0.467435901553754,0.0670533241642163,0.501191263938489,1.11388360202191e-06,1.11388360202191e-06,Negative-Sel,1.33838727374726e-05
all,all,DICER1,23371,64,9,55,6832,16475,0.00575308586728253,0.0659400710431258,4.91370424882121e-06,-0.793093849307356,0.128546643702335,-0.410719333139557,0.144803152972471,-0.165024735709613,0.839595947810758,-0.631139839877034,0.0670331477525707,0.0670331477525707,Negative-Sel,0.201750250517446
all,all,ERCC2,23364,70,16,54,5106,18188,0.884884508050528,0.106797285005463,1.18821918648739e-39,0.989546508757134,0.0466770824837312,1.70523143602742,1.91239979407953e-09,1.53950446880766,0.062862311939395,0.236837369767079,0.435477599276731,0.435477599276731,Negative-Sel,0.703947509621061
all,all,SOX9,23354,286,104,182,5826,17242,3.7316939784062e-05,0.0630110510334373,1.59872115546023e-14,-1.17211443186445,1.29667822228452e-05,-0.0505235739219917,0.711849632758717,1.1109679996062,0.00012171690434748,0.970852895052121,3.26146887275058e-11,3.26146887275058e-11,Negative-Sel,5.81066293421081e-10
all,all,TGFBR2,23354,92,63,29,6994,16268,4.51454659781567e-14,0.0654706429608904,1.45371237492142e-07,-2.97381581882834,1.57365565023326e-10,-0.32188108129945,0.147397553394116,-1.58586609576314,0.137029101659233,2.17913472718324,6.47601250204696e-19,6.47601250204696e-19,Positive-Sel,2.28132258594836e-17
all,all,NF2,23350,171,150,21,8354,14825,2.65964049484751e-44,0.0459584004327804,0.000453419579949044,-1.31323445364262,3.88751673419119e-05,-0.273239369874368,0.0969967447620629,-0.606751135124747,0.297944626317066,2.69685576885349,1.63500912740997e-30,1.63500912740997e-30,Positive-Sel,7.91957546089202e-29
all,all,WT1,23348,25,6,19,6041,17282,1,0.0858886674072818,1.30521903951575e-07,-0.396717035248863,0.628778576887504,-1.19038830958802,0.0126274050571746,-0.61445148348621,0.636573774684374,-0.0222315336286072,0.963306683671743,0.963306683671743,Negative-Sel,0.986864084396036
all,all,DIS3,23341,54,11,43,8171,15116,0.022482601113664,0.0629742568228578,5.56587705808909e-05,-0.404144431141145,0.456164018331943,-0.34462800232914,0.237836533626255,-0.0791970427090777,0.923714968079652,-0.641354152104933,0.0513989510242064,0.0513989510242064,Negative-Sel,0.167370533797311
all,all,RNF43,23333,163,108,55,5952,17218,3.42277081435572e-27,0.0503607987831905,2.99150758583666e-05,-1.86686291722603,1.12699463539201e-07,-0.0565755022896918,0.735787963969507,-1.06361521109798,0.122810877393999,2.22258760746888,8.09920504949716e-32,8.09920504949716e-32,Positive-Sel,4.48348850954307e-30
all,all,MEN1,23332,154,125,29,4249,18929,1.6841534192156e-63,0.0205952410082223,0.166406748549735,-2.20267357935847,4.2242895847977e-09,-0.637090345371622,0.00040651019979554,-0.797949040376706,0.161186924364256,3.53334354689771,1.15145209034157e-51,1.15145209034157e-51,Positive-Sel,8.9237537001472e-50
all,all,TET1,23329,57,9,48,6545,16727,0.0387994160774983,0.0844425731746058,7.98821009340145e-11,1.11999862122776,0.0361465794259768,-0.0804757479156797,0.780275149611735,-1.02364677419767,0.392208189188584,-0.831572597811148,0.0135012785608679,0.0135012785608679,Negative-Sel,0.0566622844682935
all,all,PIK3R1,23328,545,124,421,6422,16361,0.00509838235699943,0.0457456676726369,3.38998829008119e-11,-1.37212115799724,5.93969318174459e-13,0.436971518241377,2.65466350246602e-06,0.49969007461588,0.0645459940979958,0.0941704269772536,0.414884608538199,0.414884608538199,Negative-Sel,0.687041819694667
all,all,PBRM1,23322,358,294,64,7395,15569,4.65168143909176e-83,0.0446485684010385,7.37924423122038e-07,-2.98172873743251,5.25365851685436e-33,-0.0199684011248028,0.86100431340556,0.0340000475590646,0.925032247017491,2.88401719570421,8.01119682703883e-82,8.01119682703883e-82,Positive-Sel,1.03477959015918e-79
all,all,MAP2K4,23321,159,136,23,12102,11060,1.29174775210155e-18,0.0361905743842667,0.00732918761293422,-1.51555841523678,1.10071063879058e-05,-0.0325865414466288,0.846113067410092,0.0343394905523677,0.94393933770992,2.01091483695332,5.95794156940336e-17,5.95794156940336e-17,Positive-Sel,1.81074694756377e-15
all,all,AXIN2,23316,63,17,46,5931,17322,0.773188156211307,0.0675850963537055,8.13226834905922e-06,1.05272797747844,0.0462156312028322,0.178729893941241,0.506573395222548,0.0738385623022947,0.930438507107993,-0.0429148384044302,0.886137309472923,0.886137309472923,Negative-Sel,0.952664242802916
all,all,STK11,23316,460,415,45,7036,15820,3.30345105898866e-154,0.073590617385554,6.87304788500151e-30,-1.66558810516472,2.66453525910038e-15,-0.132986192078078,0.203948418447165,-0.63862420167395,0.0827046706259744,3.43248868948431,5.05820559582136e-90,5.05820559582136e-90,Positive-Sel,7.84021867352311e-88
all,all,CDC73,23313,20,1,19,3017,20276,0.502989807727312,0.071608381441324,0.0082387844281534,1.68105220285451,0.0707402764738513,0.877425235811903,0.0707534093830109,0.564251179066182,0.72183060559189,-0.814021389286526,0.296424366930483,0.296424366930483,Negative-Sel,0.569340481712825
all,all,FH,23312,18,3,15,3360,19934,0.736633569346189,0.0865671628184919,1.90362247279863e-05,1.77171249671708,0.070496443208512,0.0525018079585508,0.91737412457331,0.210676817101689,0.887991801857977,0.00406091003214568,0.994706048077137,0.994706048077137,Negative-Sel,1
all,all,PMS2,23310,21,4,17,3247,20042,0.522891017414618,0.0643247720958156,0.0209301690967754,1.18254011180195,0.204631728138551,0.0745713789454915,0.876806720544597,0.0816427085018114,0.955555014363774,0.489227711602117,0.395794913045236,0.395794913045236,Negative-Sel,0.671205815339296
all,all,BAP1,23297,263,240,23,7492,15542,7.17877488313052e-88,-0.0386354206483218,0.0226206978234563,-3.3639318265963,2.46218879438321e-30,-0.117205604639763,0.372769487188255,-1.54129802089331,0.0147816584098988,3.77347504474125,2.81435139059841e-61,2.81435139059841e-61,Positive-Sel,2.4234692530153e-59
all,all,CDKN1A,23281,114,34,80,3791,19376,0.000326355276898449,0.0789189016472518,3.43391981516561e-13,-0.637278363975454,0.12466376853649,1.12562439835573,1.39447086766609e-07,-1.06197410506191,0.371827913867625,1.16703973392902,1.3731268451167e-06,1.3731268451167e-06,Positive-Sel,1.61238379540219e-05
