ONCOTREE_CODE,CANCER_TYPE_DETAILED,Hugo_Symbol,n,n_mutated,n_biallelic,n_het,n_loh,n_wt,pval,CVR_TMB_SCORE_coeff,CVR_TMB_SCORE_pvalue,fga_coeff,fga_pvalue,PRIM_METPrimary_coeff,PRIM_METPrimary_pvalue,PRIM_METUnknown_coeff,PRIM_METUnknown_pvalue,has_lohTRUE_coeff,has_lohTRUE_pvalue,logistf_pval,logistf_selection_type,logistf_qval
all,all,RAD51D,23510,25,4,21,6280,17205,0.265993206962291,0.0919316800486365,7.29261484533339e-09,-0.277391452277516,0.734378364994285,0.0914189456476331,0.82942375008687,-0.193746441214198,0.890403294386257,-0.425025429518113,0.42054004262805,0.42054004262805,Negative-Sel,0.84713790987018
all,all,INPP4B,23508,158,40,118,6891,16459,0.29328831539361,0.0715640336277429,9.99200722162641e-16,0.827015774975342,0.0140803119601469,-0.0405589450108385,0.815758720435607,0.197490803689196,0.693529694071595,-0.37005299044374,0.0560235002559525,0.0560235002559525,Negative-Sel,0.443559279804251
all,all,MUTYH,23507,53,8,45,5550,17904,0.19377691897781,0.0675370035322358,5.84906893508208e-06,0.394851199210757,0.476254177502761,-0.622422541684121,0.0462283354728478,-1.15481138835866,0.321628242881214,-0.520103118188841,0.153417205618841,0.153417205618841,Negative-Sel,0.643512016762487
all,all,POLE,23503,323,52,271,5985,17195,3.79825361715548e-05,0.0951393761178118,2.59928655878889e-73,0.842891961530813,0.00034765866574249,0.0568078081586785,0.648235563072061,-0.758177249342169,0.120137111895136,-0.73184501997717,1.44787592692985e-06,1.44787592692985e-06,Negative-Sel,0.000138746455204761
all,all,CASP8,23501,99,22,77,3995,19407,0.180543882911256,0.0790287113047232,1.28563826251593e-13,0.00310882899917439,0.994089665897823,0.0733962301411175,0.730545446487956,-0.406020951387368,0.601579853800387,0.3389210679831,0.201234949052908,0.201234949052908,Negative-Sel,0.717392685512001
all,all,RAD51B,23497,35,1,34,7108,16354,6.92412889079097e-05,0.0826086959930666,7.91463694582717e-09,1.7107576835963,0.00925334174949277,0.266914446436988,0.471221645414592,1.66297482597577,0.0191530379262704,-2.4603367392927,2.14096574352451e-05,2.14096574352451e-05,Negative-Sel,0.00141660566696539
all,all,MITF,23493,84,9,75,7058,16351,3.75518683733409e-05,0.0707090390278086,4.83049267252511e-09,0.448681366118476,0.298672472227671,-0.352281758237832,0.143356164274165,0.377847658928457,0.519639420631777,-1.36757679067644,7.2125887520258e-06,7.2125887520258e-06,Negative-Sel,0.00055677178171888
all,all,TET2,23492,229,47,182,6875,16388,0.0027311543328931,0.0935406297000673,1.15417155069826e-59,1.05862650122488,0.000189939957123575,0.104916442973839,0.473983915619042,-0.0889553199019897,0.853822477628791,-0.656557630994694,0.000110721494164356,0.000110721494164356,Negative-Sel,0.00603323592711268
all,all,EPHB1,23489,362,47,315,4664,18463,0.000443389508450145,0.0808881065369111,8.74105075517242e-53,1.03657494174865,1.96472287006255e-06,-0.0276350453520996,0.814390397515309,0.129151326996557,0.707616862549526,-0.694228367519511,4.75754901774206e-06,4.75754901774206e-06,Negative-Sel,0.00038885966824427
all,all,BCL2L11,23484,31,4,27,3190,20263,1,0.0955141566979104,2.70762301468608e-11,-0.344687384564513,0.63917774540601,0.0485016681833255,0.89914373140692,-0.428695429496969,0.75080644971062,0.165150878071459,0.762372636803104,0.762372636803104,Negative-Sel,0.951493466676712
all,all,CBL,23484,127,32,95,7281,16076,0.178152124475042,0.0840653421859402,2.57554378050701e-34,0.35236119500615,0.330380647534028,-0.150132324121262,0.442317302086885,-0.254391805134401,0.683685609348314,-0.35993503333743,0.0848244194791986,0.0848244194791986,Negative-Sel,0.513672310074025
all,all,FUBP1,23483,80,22,58,6125,17278,0.799131306707697,0.0729316388646709,9.91816517803557e-10,-0.0653572616811277,0.885620780911298,-0.0851446019555335,0.727638848176643,0.5921637767087,0.328554546184594,0.174709590556167,0.506725435399815,0.506725435399815,Negative-Sel,0.885097413561336
all,all,PTPRS,23483,393,92,301,7894,15196,4.64738496021889e-06,0.0838383938116744,1.49825453609565e-61,1.2337389790922,7.40886407779584e-09,-0.0746672199596229,0.511098007313114,0.03974511825913,0.906958530876623,-0.725154438320941,3.33572147681593e-09,3.33572147681593e-09,Negative-Sel,6.62140713147963e-07
all,all,DNMT3A,23482,175,22,153,3979,19328,0.129652055733029,0.0733450219839225,2.30638141582193e-28,0.710025175062805,0.0221797095640859,0.186968611116313,0.252207664439021,-0.924920000277372,0.190312712730956,-0.404230732753181,0.0727530865917592,0.0727530865917592,Negative-Sel,0.486904928342472
all,all,MSH6,23482,144,12,132,3638,19700,0.0149115164832319,0.0828217004330476,3.96614722274339e-33,1.48998635769779,1.75527652011009e-05,0.230887559347514,0.213755254721618,0.689784824025339,0.160195024404654,-0.825116899838754,0.00266247964756294,0.00266247964756294,Negative-Sel,0.0678950053246035
all,all,TGFBR1,23479,127,56,71,7488,15864,0.00548420411078637,0.0688033448331606,7.97484300818496e-12,0.0551336618180506,0.882696359733034,0.00792100021019382,0.967239054529033,0.627606170553881,0.196910123009488,0.471307792038623,0.0159227838226899,0.0159227838226899,Negative-Sel,0.213127223877044
all,all,ALOX12B,23478,100,39,61,12430,10948,0.00485300904036585,0.06833639753924,1.67106883885992e-10,0.754488766331478,0.0632247535338474,-0.178792774325107,0.406985313544778,0.337320138201762,0.561822752403687,-0.784613645624263,0.000299061051578287,0.000299061051578287,Negative-Sel,0.0145805379357203
all,all,MSH2,23477,94,11,83,3710,19673,0.322381686429334,0.0776820780119413,4.08895139969445e-13,0.135463064197034,0.749623028262,0.0372959002233059,0.868808551798576,0.154593020353805,0.816896238098986,-0.290883460883549,0.360719143887861,0.360719143887861,Negative-Sel,0.833728638928885
all,all,BBC3,23470,32,5,27,5265,18173,0.523687526886358,0.0592136537419343,0.00743894687276447,0.603711240092629,0.404689917399591,-0.356783795326809,0.36510380093672,-0.548662007995426,0.675397748939276,-0.37691835593061,0.417916104024636,0.417916104024636,Negative-Sel,0.84713790987018
all,all,DICER1,23465,213,34,179,6834,16418,7.07873800848518e-06,0.0777306057490328,2.10988168607606e-38,1.00859223147566,0.000327631001425965,-0.0114146599589352,0.940264929993203,0.146663878417085,0.745017308250068,-0.810651307774995,6.1042823753521e-06,6.1042823753521e-06,Negative-Sel,0.000484680020602957
all,all,TET1,23462,253,54,199,6545,16664,0.0166360609764023,0.0858742430137217,7.42073656779145e-52,1.04008967685386,6.61784656855735e-05,0.00264599791263748,0.984916395197883,-0.0425788368477207,0.922587961019806,-0.468920710702589,0.00244549804924465,0.00244549804924465,Negative-Sel,0.0644415637432806
all,all,JAK1,23458,149,34,115,5837,17472,0.570363275620362,0.0834297268474329,4.33034904075906e-37,0.124211422591465,0.712640714858957,0.0801917819916346,0.654908437904856,0.0442427779941559,0.9366168758445,-0.0182150508466403,0.928939295325541,0.928939295325541,Negative-Sel,0.978513279254191
all,all,EZH2,23457,89,16,73,3295,20073,0.285953927261976,0.0769676636160743,3.70714570152586e-12,0.544697803406662,0.215802462989474,-0.253358429880353,0.283633410905839,-0.421248431711306,0.587524661656707,0.307180198527452,0.294399037479729,0.294399037479729,Negative-Sel,0.788191313399516
all,all,MAX,23455,34,16,18,6993,16428,0.03777871463606,0.0553892814456226,0.0245243947826351,-1.26226545180753,0.0835889830062349,-0.432787724954127,0.256032476484675,0.948259635803112,0.211434130763575,1.05620062175705,0.00503334615789464,0.00503334615789464,Positive-Sel,0.0990425846352758
all,all,LATS1,23451,161,32,129,7417,15873,0.000880820703523882,0.0826945426315508,1.0761891238254e-35,1.17865643038579,0.000176461113706616,-0.017063786960523,0.921547582921292,0.719081796153818,0.0903177967060711,-0.809930893719496,1.84877966634689e-05,1.84877966634689e-05,Negative-Sel,0.00125311187628732
all,all,WT1,23451,153,30,123,6051,17247,0.0785989778247218,0.0743335772779862,1.28810589807097e-27,0.886089971562856,0.00989570147668406,-0.646754871186837,0.000674981320835322,-1.04943313617553,0.127977971878347,-0.481041212171826,0.0200613130748574,0.0200613130748574,Negative-Sel,0.247779506822349
all,all,PAX5,23449,90,20,70,8341,15018,0.0078171138919237,0.0802266312808224,1.3159473510882e-12,1.21452395908648,0.00473382507614528,0.172425792662456,0.462138883480471,0.890788609037907,0.111911127522739,-0.87437630748631,0.000434684858412471,0.000434684858412471,Negative-Sel,0.018874831586379
all,all,SUZ12,23443,67,12,55,6012,17364,0.162430084006962,0.0755330499545956,1.75381587030898e-09,0.949518630645096,0.0539488398350231,0.324708138038953,0.20531354687227,0.0650389465488242,0.938678432390109,-0.579322595934395,0.0634681317034613,0.0634681317034613,Negative-Sel,0.466608301597669
all,all,BLM,23434,135,23,112,6310,16989,0.00841216227680295,0.0882806400799342,1.42064966827037e-43,0.491596243544698,0.161906343044393,-0.132141858188592,0.48705003729549,0.359587353500394,0.48570838438131,-0.629148124286392,0.00528209748895137,0.00528209748895137,Negative-Sel,0.100846736912599
all,all,EPHA3,23431,406,79,327,5822,17203,0.00667639111702308,0.091315083661633,1.57804430607012e-72,0.804651422691572,0.00012147524046302,-0.0690876978447761,0.5394340716636,0.42810945971659,0.147450695816013,-0.463063536116702,0.000353112615282258,0.000353112615282258,Negative-Sel,0.0158701099816598
all,all,PALB2,23431,146,19,127,3746,19539,0.365872441519813,0.0807466216193891,1.28552998108337e-33,1.17821743394811,0.00055852513916399,-0.366027227587351,0.0520226642815533,-0.0765261223189644,0.887824017832732,-0.512986396554157,0.0331704103347497,0.0331704103347497,Negative-Sel,0.332393808040635
all,all,RASA1,23428,130,35,95,6902,16396,0.563519329104808,0.0707181977260892,1.44340095431517e-12,0.0946641122351728,0.801583753573833,-0.199270870006447,0.302787696921299,-0.799389521230407,0.26952119280873,-0.14905180539154,0.485817331573812,0.485817331573812,Negative-Sel,0.873930591738383
all,all,ERCC4,23427,116,12,104,3824,19487,0.0790962386177652,0.0759656922514588,1.40998324127395e-13,0.729570358654918,0.0545916594186993,0.0638796951948636,0.753132213530192,0.296800605846077,0.607302240068814,-0.672884900491146,0.0198184484411027,0.0198184484411027,Negative-Sel,0.24587262597243
all,all,ASXL2,23426,165,23,142,3982,19279,0.349595200295058,0.0875576372475197,1.88024605907811e-43,0.667711650592723,0.0425193562253283,-0.0859611160504112,0.62497095643076,-0.410635719494331,0.498689754066161,-0.237444422084511,0.29918864239325,0.29918864239325,Negative-Sel,0.791948860328092
all,all,SMAD3,23420,101,42,59,6526,16793,0.00366292041714214,0.068135445554662,6.14814321675539e-09,-0.637441269889948,0.133116067061925,-0.201166252417846,0.355294628917719,0.490448573625729,0.354702739045401,0.765226470933498,0.000701292570646106,0.000701292570646106,Negative-Sel,0.0270679451920212
all,all,EED,23415,41,3,38,5744,17630,0.0096553214593091,0.073022851371291,7.51882558036598e-06,0.0548547993688829,0.928000559058432,0.413574622113398,0.19743507580897,-0.558371145191046,0.669880930897782,-1.27001280086276,0.00878468423838963,0.00878468423838963,Negative-Sel,0.142763961979443
all,all,FANCA,23414,194,40,154,8563,14657,1.37115409263835e-06,0.0799951935756164,7.84182889092105e-38,0.78134218443045,0.00708273259193049,-0.017464986095124,0.911570406733841,-0.284950877355314,0.58756209757996,-0.861690128165252,5.15602973982787e-07,5.15602973982787e-07,Negative-Sel,5.56893999175092e-05
all,all,FOXL2,23412,82,7,75,4109,19221,0.0288370508338462,0.0695465749167646,1.61823218602919e-07,1.73155022290791,0.000357213431090409,-0.349850292757122,0.193669769188956,0.65748715031784,0.281444482707269,-0.921915085438578,0.00903892913869675,0.00903892913869675,Negative-Sel,0.145197595817562
all,all,CHEK2,23409,86,20,66,8624,14699,0.00960307418537766,0.0696672323992447,9.69551017249159e-09,0.479452983586318,0.274043023577696,-0.0387029798519174,0.869437357322728,-0.30981247763796,0.695916492147426,-0.569016110313857,0.0252847614899321,0.0252847614899321,Negative-Sel,0.291567179540451
all,all,CTCF,23408,117,42,75,7277,16014,0.273299262236094,0.0732782637570553,9.99311744465103e-13,-0.893580865816952,0.0184374973390992,0.316313898938552,0.11035836640048,0.345882423377361,0.553708290082619,0.414375992693435,0.0439419752973477,0.0439419752973477,Negative-Sel,0.39391854629461
all,all,TNFRSF14,23406,45,7,38,6950,16411,0.0483824064719477,0.060079783189372,0.00111622375264553,0.822869662062652,0.152160525728717,0.196984635390168,0.528656945632183,0.405568732190305,0.650214543825905,-0.80224898842974,0.0314112075187495,0.0314112075187495,Negative-Sel,0.324028448188817
all,all,SOCS1,23404,35,4,31,3934,19435,0.501739831011924,0.0863511158168444,1.91636728708033e-08,1.32492378284788,0.0555578525822893,0.212020402458185,0.565738899402005,0.743096158459741,0.431156632031288,-0.637299452548596,0.191791560485398,0.191791560485398,Negative-Sel,0.710651662118561
all,all,KMT2A,23401,357,92,265,7245,15799,0.0214880768297985,0.0960353179179002,8.36633149215198e-72,0.650677230083089,0.00330435478824986,-0.155122112611202,0.19668702370916,0.0875327658624994,0.800258170542601,-0.410281730292903,0.00127035482398608,0.00127035482398608,Negative-Sel,0.0410501866960152
all,all,AXIN1,23400,113,20,93,5232,18055,0.258669912196004,0.0871548555113708,1.22865542176723e-35,1.23677881460569,0.00159441027633722,-0.19493516085926,0.36539060684379,0.753393212453249,0.129788106559968,-0.5813127603297,0.0188404275206526,0.0188404275206526,Negative-Sel,0.236911982261962
all,all,FOXP1,23396,105,22,83,6918,16373,0.053709806756477,0.076825926962589,2.49245069028348e-13,0.17621492039381,0.66198240305917,0.197458731102897,0.349509257055277,-0.435744807189337,0.574701345165051,-0.436368222721011,0.0741063733739297,0.0741063733739297,Negative-Sel,0.492683281354427
all,all,ATR,23389,328,27,301,4015,19046,3.00733842511084e-06,0.0866297184254173,8.5410717457671e-56,1.17131149496996,3.50288993145043e-07,0.178706584215397,0.145716755620244,0.0815336221064059,0.832078029749265,-1.01708149223517,2.90984805140226e-08,2.90984805140226e-08,Negative-Sel,4.49248207491494e-06
all,all,SMAD2,23388,79,37,42,9059,14250,0.165280322495145,0.0668568504868592,2.77583531493875e-07,0.777126742272438,0.0970178558715276,-0.18083652612281,0.465889931978579,0.581852878500384,0.334782384292127,0.219175948066952,0.3616553867512,0.3616553867512,Negative-Sel,0.833728638928885
all,all,IFNGR1,23386,70,25,45,7079,16237,0.362167276214509,0.0789307495079205,2.16129336649828e-11,0.411403364727219,0.39249449174809,0.112578020774441,0.662067273909501,0.471292164256919,0.502036241718871,0.199613434005586,0.441300412970942,0.441300412970942,Negative-Sel,0.852177367140813
all,all,CBFB,23383,65,49,16,7020,16298,7.5716752362338e-14,0.0548089701340879,0.00129599319810747,-1.30699292304325,0.00914366457916882,0.589847045471543,0.021991488390902,0.681084735093043,0.348908452062533,2.15486245845208,8.88178419700125e-16,8.88178419700125e-16,Positive-Sel,4.9364956566933e-13
all,all,B2M,23380,25,6,19,7099,16256,0.663900948784757,0.0685224009735639,0.00397490008102608,-0.387247207245373,0.642925984192149,-0.0445073713994889,0.918400068776119,0.908309225534016,0.349814151054866,-0.123597790902619,0.798359868140397,0.798359868140397,Negative-Sel,0.955411763209278
all,all,GRIN2A,23380,539,76,463,4484,18357,0.00114559656426458,0.110417634906076,1.85835787029934e-106,0.886836132398732,1.62099698441942e-06,-0.225887122353315,0.0243184364985638,-0.0741031665567796,0.803438289990745,-0.634811068094572,5.81637687013803e-07,5.81637687013803e-07,Negative-Sel,5.98655974893096e-05
all,all,SMARCB1,23379,60,15,45,8229,15090,0.105144921371499,0.0755577141989916,6.50039255756241e-09,1.2060213904946,0.0202209586849491,0.12944433834706,0.640480002472457,0.125151543144194,0.883456442752311,-0.508931325283422,0.084841882088513,0.084841882088513,Negative-Sel,0.513672310074025
all,all,TSC1,23378,137,40,97,7719,15522,0.362977346658699,0.0795452622799841,1.26008429795058e-31,-0.17993836598859,0.616115811769217,0.0377926388752204,0.840197055756659,0.0922682059988082,0.869374639041381,-0.168884280082403,0.402385859056223,0.402385859056223,Negative-Sel,0.84713790987018
all,all,CDKN2C,23365,49,10,39,5564,17752,0.737028090227074,0.0630729254041177,0.000448676870164366,-0.0216986262553918,0.969499661463662,0.764239410385785,0.0122086477127512,1.14199927627712,0.142783865529937,-0.0457790021181086,0.898553514054083,0.898553514054083,Negative-Sel,0.975751041209758
all,all,ERCC5,23364,189,40,149,7434,15741,0.0012589578220509,0.0792820298768843,9.33804627960904e-38,0.603409936861052,0.0436842845088248,0.0162586612496894,0.918272536862897,-0.607087869753584,0.299244093514456,-0.622350862666778,0.000530070342639077,0.000530070342639077,Negative-Sel,0.0219860519730447
all,all,PIK3R2,23362,125,17,108,4502,18735,0.112069713781936,0.0683019502914626,6.10860251271106e-11,0.423152339173702,0.243732976405954,0.00324240956151584,0.986638231692077,-0.170153355304908,0.787163704430181,-0.481043169428553,0.0589379063424501,0.0589379063424501,Negative-Sel,0.45388863627375
all,all,TGFBR2,23362,143,68,75,6998,16221,1.434088300244e-05,0.0730117570823974,4.44089209850063e-15,-0.605064272102571,0.0919957053084446,-0.433752273306569,0.0219484469547067,0.388317781176953,0.407743601846487,0.865356275264117,3.4453160778769e-06,3.4453160778769e-06,Negative-Sel,0.00029013737516424
all,all,NSD1,23357,311,65,246,5744,17302,0.112813845091826,0.0930068186345099,1.77983009226884e-70,0.861168348764763,0.00036383037616472,-0.0851920776444785,0.503686727768054,-0.106716994285558,0.789435308084408,-0.476412269093972,0.00108914890434053,0.00108914890434053,Negative-Sel,0.037174612890158
all,all,RUNX1,23357,121,17,104,5552,17684,0.00999879480235061,0.0835919594304212,2.76608412151223e-34,0.386802181038494,0.300651363231979,0.2183262351993,0.272989440740057,0.0288732369951134,0.964696214389505,-0.575416307959237,0.0239145999793622,0.0239145999793622,Negative-Sel,0.281604548062066
all,all,RAD51C,23348,54,6,48,6108,17186,0.0121196209163436,0.0798852207648975,1.70143754640861e-09,1.05189527683952,0.0548886342235323,0.439960607595502,0.127146284371109,0.364793438275879,0.681690488531786,-1.10613040260935,0.00403655672860792,0.00403655672860792,Negative-Sel,0.0834864488321341
all,all,ERCC2,23344,116,20,96,5105,18123,0.260498982375613,0.0844933009483388,2.16022280037729e-33,1.17990474141984,0.00188541794808383,0.356688814299877,0.0757507156875336,-0.423457355181095,0.585578087835236,-0.356512589221766,0.143660282842692,0.143660282842692,Negative-Sel,0.624776097057656
all,all,FLCN,23334,62,24,38,11203,12069,0.161440654821302,0.0726257267241254,2.91993053069817e-08,0.733622667210834,0.169016371807084,-0.055906118823128,0.839578356307698,0.0353331351416138,0.966512402188389,-0.493546137894129,0.0799644885964383,0.0799644885964383,Negative-Sel,0.506198892504561
all,all,CDC73,23327,103,10,93,3021,20203,0.379443039863339,0.0793189171566433,6.66133814775094e-15,1.0937290388843,0.00557397953142791,0.478091578890457,0.0223498511656587,0.592849552225619,0.327157604625089,-0.479955796281917,0.129398714578472,0.129398714578472,Negative-Sel,0.604219604247964
all,all,ARID1B,23310,293,61,232,7378,15639,2.86804497551359e-05,0.0800064209374767,7.44869585887775e-45,0.896322404091732,0.000139132888613891,-0.0188951925192746,0.883367449864889,0.323587378097005,0.362939256528115,-0.722900678246854,3.11518317142046e-07,3.11518317142046e-07,Negative-Sel,3.76395392755541e-05
all,all,DIS3,23310,113,33,80,8174,15023,0.199692300695411,0.0719267015391174,3.2834845953289e-12,0.723426211670974,0.0591659638654671,-0.116865459232884,0.567847001426799,-0.659191549778308,0.375123479185555,-0.323654941285007,0.127813979913569,0.127813979913569,Negative-Sel,0.602977961142754
all,all,EP300,23309,282,63,219,8571,14456,1.10471613369227e-07,0.0816755223612773,8.50585938733088e-49,0.567079568115952,0.0192107196297433,-0.134608020442183,0.308040273883451,-0.446080222489668,0.323900204078667,-0.675117717972952,2.2140509372548e-06,2.2140509372548e-06,Negative-Sel,0.000205094918487703
all,all,AXIN2,23307,156,20,136,5930,17221,0.000138894363066784,0.0770910113740181,9.12952597913293e-31,1.12906783244433,0.000684547692243909,-0.0331665193152632,0.850431549429832,-0.894789261069859,0.208230951794967,-1.00200294777699,8.27414143489413e-06,8.27414143489413e-06,Negative-Sel,0.000621455109393805
